음식명,에너지(kcal),중량(g),탄수화물(g),단백질(g),지방(g),당뇨 위험 분류,레이블,고기,채소,해산물,Diabetes_Friendliness
치아씨드 요거트,110.0,,12.0,6.0,4.0,0,0,0.0,0.0,0.0,1
시금치 된장무침,30.0,,6.0,3.0,0.0,0,0,0.0,1.0,0.0,1
퀴노아 샐러드,220.0,,30.0,8.0,8.0,0,0,0.0,1.0,0.0,1
연어 오믈렛,200.0,,2.0,18.0,14.0,0,0,0.0,0.0,1.0,1
토마토 바질 샐러드,50.0,,8.0,2.0,2.0,0,0,0.0,1.0,0.0,1
올리브 오일 구운 야채,90.0,,10.0,2.0,6.0,0,0,0.0,1.0,0.0,1
두부 샐러드,80.0,,5.0,8.0,4.0,0,0,0.0,1.0,0.0,2
오트밀,150.0,,27.0,5.0,3.0,0,0,0.0,0.0,0.0,1
가지구이,60.0,,7.0,1.0,3.0,0,0,0.0,1.0,0.0,1
아몬드,160.0,,6.0,6.0,14.0,0,0,0.0,0.0,0.0,1
삶은 달걀,70.0,,1.0,6.0,5.0,0,0,0.0,0.0,0.0,2
사과 슬라이스와 땅콩버터,150.0,,20.0,3.0,8.0,0,0,0.0,0.0,0.0,1
다크 초콜릿과 아몬드,200.0,,10.0,4.0,18.0,0,0,0.0,0.0,0.0,1
채소 주스,50.0,,12.0,2.0,0.0,0,0,0.0,1.0,0.0,1
그릭 요거트 볼,150.0,,20.0,10.0,5.0,0,0,0.0,0.0,0.0,1
두부 채소 볶음,200.0,,10.0,15.0,10.0,0,0,0.0,1.0,0.0,1
훈제 연어 샐러드,200.0,,0.0,22.0,12.0,0,0,0.0,1.0,1.0,1
